show_id,type,title,director,cast,country,date_added,month_added,year_added,release_year,rating,length,listed_in,description,titleId,averageRating,numVotes,cast_genders,cast_majority,cast_ratio,director_genders,director_majority
s4707,Movie,The Package,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",United States,"August 10, 2018",8,2018,2018,TV-MA,95,Comedies,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",tt0098051,6.4,10066.0,"['male', 'female', 'male', 'male', 'female']",male,0.4,['male'],male
s4708,Movie,Zion,Floyd Russ,Zion Clark,United States,"August 10, 2018",8,2018,2018,TV-PG,12,"Documentaries, Sports Movies","Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.",tt0556210,7.4,131.0,['male'],equal,0.0,['male'],male
s4709,Movie,Perdida,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, Spain","August 9, 2018",8,2018,2018,TV-MA,104,"Dramas, International Movies, Thrillers","A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",tt0136459,7.1,35.0,"['female', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'female', 'female']",female,0.6,['male'],male
s4713,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,"August 4, 2018",8,2018,2014,TV-PG,143,"Comedies, Dramas, International Movies","Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",tt11912390,6.6,408.0,"['female', 'male', 'male', 'female', 'female', 'male']",equal,0.5,['unknown'],none
s4714,Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,"August 4, 2018",8,2018,2016,TV-14,127,"Action & Adventure, International Movies",A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,tt0326745,4.3,235.0,"['male', 'female', 'unknown', 'male', 'male', 'male', 'unknown']",male,0.14285714285714285,['male'],male
s4715,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,"August 4, 2018",8,2018,2018,TV-MA,100,"Comedies, Dramas, International Movies",Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.,tt6514010,6.9,3784.0,"['male', 'female', 'male', 'female', 'male', 'male', 'male']",male,0.2857142857142857,['male'],male
s4716,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japan","August 4, 2018",8,2018,2018,TV-PG,74,"Anime Features, International Movies, Romantic Movies","Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China.",,,,"['male', 'female', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.375,"['unknown', 'male', 'unknown']",none
s4719,Movie,Like Father,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,"August 3, 2018",8,2018,2018,TV-MA,104,"Comedies, Dramas","After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",tt0288102,6.8,25.0,"['female', 'unknown', 'male', 'male', 'male', 'male', 'female', 'male', 'female', 'male']",male,0.3,['unknown'],none
s4720,Movie,7 Khoon Maaf,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,"August 2, 2018",8,2018,2011,TV-MA,148,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",tt1629376,6.2,5993.0,"['female', 'male', 'male', 'male', 'male', 'male', 'unknown', 'male', 'female', 'female']",male,0.3,['unknown'],none
s4721,Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari","Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa",India,"August 2, 2018",8,2018,2011,TV-PG,127,"Children & Family Movies, Comedies, Dramas","Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.",tt1841542,7.5,7863.0,"['male', 'male', 'male', 'male', 'male', 'unknown', 'male', 'unknown', 'male', 'female', 'male']",male,0.09090909090909091,"['male', 'unknown']",equal
s4722,Movie,Fashion,Madhur Bhandarkar,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan, Arjan Bajwa, Raj Babbar, Kiran Juneja, Samir Soni",India,"August 2, 2018",8,2018,2008,TV-MA,158,"Dramas, International Movies",A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,,,,"['female', 'male', 'female', 'male', 'male', 'male', 'female', 'male']",male,0.375,['unknown'],none
s4723,Movie,Fitoor,Abhishek Kapoor,"Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhatt, Lara Dutta, Akshay Oberoi, Aditi Rao Hydari, Ajay Devgn",India,"August 2, 2018",8,2018,2016,TV-14,124,"Dramas, International Movies, Romantic Movies",A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,tt14155890,6.1,114.0,"['male', 'female', 'female', 'male', 'female', 'unknown', 'female', 'male']",female,0.5,['unknown'],none
s4724,Movie,Fiza,Khalid Mohamed,"Karisma Kapoor, Jaya Bhaduri, Hrithik Roshan, Neha, Asha Sachdev, Bikram Saluja, Isha Koppikar, Johny Lever, Sushmita Sen, Manoj Bajpayee",India,"August 2, 2018",8,2018,2000,TV-14,163,"Dramas, International Movies, Music & Musicals","Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.",tt0248012,6.0,4222.0,"['unknown', 'female', 'male', 'female', 'female', 'male', 'female', 'male', 'unknown', 'male']",female,0.4,['male'],male
s4725,Movie,Guzaarish,Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor, Nafisa Ali, Monikangana Dutta, Suhel Seth, Rajit Kapoor, Ash Chandler, Vijay Crishna",India,"August 2, 2018",8,2018,2010,TV-14,121,"Dramas, International Movies","After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die.",tt1438298,7.4,18639.0,"['male', 'female', 'female', 'male', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.4,['male'],male
s4726,Movie,Haider,Vishal Bhardwaj,"Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon, Irrfan Khan, Narendra Jha",India,"August 2, 2018",8,2018,2014,TV-MA,154,"Dramas, International Movies, Romantic Movies",Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.,tt3390572,8.1,54829.0,"['male', 'female', 'female', 'male', 'male', 'male']",male,0.3333333333333333,['unknown'],none
s4727,Movie,Highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt, Durgesh Kumar, Pradeep Nagar",India,"August 2, 2018",8,2018,2014,TV-14,127,"Action & Adventure, Dramas, International Movies","City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated.",tt0116361,6.8,28422.0,"['male', 'female', 'male', 'male']",male,0.25,['male'],male
s4728,Movie,I Hate Luv Storys,Punit Malhotra,"Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni, Kavin Dave, Bruna Abdullah",India,"August 2, 2018",8,2018,2010,TV-14,128,"Comedies, International Movies, Music & Musicals",This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.,tt1667838,5.6,8072.0,"['male', 'female', 'male', 'male', 'male', 'female']",male,0.3333333333333333,['male'],male
s4729,Movie,Joker,Shirish Kunder,"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba, Pitobash, Darshan Jariwala, Alexx O'Nell, Asrani, Sanjay Mishra, Vrijesh Hirjee",India,"August 2, 2018",8,2018,2012,TV-PG,98,"Comedies, International Movies, Music & Musicals",A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.,tt0066070,7.9,4973.0,"['male', 'female', 'male', 'female', 'male', 'male', 'male', 'unknown', 'male', 'unknown']",male,0.2,['unknown'],none
s4730,Movie,Main aurr Mrs. Khanna,Prem Soni,"Salman Khan, Kareena Kapoor, Sohail Khan, Preity Zinta, Bappi Lahiri, Yash Tonk, Nauheed Cyrusi, Mahek Chahal",India,"August 2, 2018",8,2018,2009,TV-14,109,"International Movies, Music & Musicals, Romantic Movies","A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble.",,,,"['male', 'unknown', 'male', 'female', 'unknown', 'male', 'female', 'female']",male,0.375,['unknown'],none
s4731,Movie,Mohenjo Daro,Ashutosh Gowariker,"Hrithik Roshan, Sonakshi Sinha, Pooja Hegde, Kabir Bedi, Arunoday Singh, Kishori Shahane, Narendra Jha, Nitish Bharadwaj",India,"August 2, 2018",8,2018,2016,TV-14,168,"Action & Adventure, Dramas, International Movies","A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant.",tt3859980,5.6,11743.0,"['male', 'female', 'female', 'male', 'male', 'female', 'male', 'male']",male,0.375,['male'],male
s4732,Movie,Raajneeti,Prakash Jha,"Ajay Devgn, Nana Patekar, Ranbir Kapoor, Katrina Kaif, Arjun Rampal, Manoj Bajpayee, Sarah Thompson, Naseeruddin Shah",India,"August 2, 2018",8,2018,2010,TV-14,162,"Dramas, International Movies, Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",tt1291465,7.1,17727.0,"['male', 'male', 'male', 'female', 'male', 'male', 'female', 'unknown']",male,0.25,['unknown'],none
s4733,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,"Aamir Khan, Siddharth, Atul Kulkarni, Sharman Joshi, Kunal Kapoor, Alice Patten, Soha Ali Khan, Waheeda Rehman, Kiron Kher, Om Puri, Anupam Kher, Madhavan",India,"August 2, 2018",8,2018,2006,TV-14,159,"Dramas, International Movies",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,tt0405508,8.1,118588.0,"['male', 'unknown', 'male', 'male', 'male', 'female', 'female', 'female', 'unknown', 'male', 'male', 'male']",male,0.25,['unknown'],none
s4734,Movie,Rowdy Rathore,Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nasser, Yashpal Sharma, Paresh Ganatra, Gurdip Kohli, Mushtaq Khan, Amit Kumar Tiwari",India,"August 2, 2018",8,2018,2012,TV-14,137,"Action & Adventure, Comedies, International Movies","A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob.",tt2077833,5.7,22531.0,"['male', 'female', 'male', 'male', 'male', 'female', 'male', 'male']",male,0.25,['unknown'],none
s4735,Movie,Tamasha,Imtiaz Ali,"Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Javed Sheikh, Nikhil Bhagat, Faraaz Servaia",India,"August 2, 2018",8,2018,2015,TV-14,133,"Dramas, International Movies, Romantic Movies","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",tt0139635,7.8,49.0,"['male', 'female', 'unknown', 'male', 'male', 'male']",male,0.16666666666666666,['male'],male
s4736,Movie,Tere Naal Love Ho Gaya,Mandeep Kumar,"Riteish Deshmukh, Genelia D'Souza, Tinnu Anand, Om Puri, Smita Jaykar, Chitrashi Rawat, Navin Prabhakar, Kartar Cheema",India,"August 2, 2018",8,2018,2012,TV-14,127,"Comedies, International Movies, Romantic Movies","Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father.",tt2130242,5.8,4386.0,"['male', 'female', 'male', 'male', 'female', 'female', 'male', 'male']",male,0.375,['unknown'],none
s4737,Movie,Thank You,Anees Bazmee,"Akshay Kumar, Bobby Deol, Sonam Kapoor, Irrfan Khan, Sunil Shetty, Rimi Sen, Celina Jaitly",India,"August 2, 2018",8,2018,2011,TV-14,131,"Comedies, International Movies, Romantic Movies",Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.,tt0016417,4.9,48.0,"['male', 'male', 'female', 'male', 'male', 'female', 'female']",male,0.42857142857142855,['unknown'],none
s4738,Movie,The Blue Umbrella,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",India,"August 2, 2018",8,2018,2005,TV-PG,90,"Children & Family Movies, Dramas, Independent Movies","A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss.",tt0457802,7.3,2111.0,"['male', 'male', 'female', 'male', 'male', 'male', 'female', 'male']",male,0.25,['unknown'],none
s4740,Movie,Being Napoleon,"Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson",United States,"August 1, 2018",8,2018,2018,TV-MA,88,Documentaries,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.",tt8841814,5.4,133.0,"['male', 'male']",equal,0.0,"['male', 'male']",male
s4741,Movie,Invisible,Pablo Giorgelli,"Mora Arenillas, Mara Bestelli, Diego Cremonesi","Argentina, France","August 1, 2018",8,2018,2017,TV-MA,87,"Dramas, Independent Movies, International Movies","After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed.",tt0164052,5.8,131140.0,"['female', 'female', 'male']",female,0.6666666666666666,['male'],male
s4746,Movie,Da Kath & Kim Code,Ted Emery,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",Australia,"July 28, 2018",7,2018,2005,TV-PG,82,Movies,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer.",tt0484275,7.3,934.0,"['female', 'female', 'male', 'male', 'female']",female,0.6,['male'],male
s4747,Movie,Kath & Kimderella,Ted Emery,"Jane Turner, Gina Riley, Magda Szubanski, Glenn Robbins, Peter Rowsthorn, Rob Sitch, Richard E. Grant, Barry Humphries, Erin Mullally, Jessica De Gouw",Australia,"July 28, 2018",7,2018,2012,TV-14,86,Comedies,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await.",tt1859607,5.3,1365.0,"['female', 'female', 'female', 'male', 'male', 'male', 'male', 'male', 'unknown', 'female']",male,0.4,['male'],male
s4749,Movie,The Mansion,Tony Datis,"Nathalie Odzierejko, Marc Jarousseau, Ludovik Day, Yvick Letexier, Jérôme Niel, Vincent Tirel, Vanessa Guide, Delphine Baril, Baptiste Lorber, Lila Lacombe","France, Belgium","July 28, 2018",7,2018,2017,TV-MA,100,"Comedies, Horror Movies, International Movies","A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare.",tt0102935,8.0,9.0,"['female', 'male', 'unknown', 'unknown', 'male', 'male', 'female', 'female', 'male', 'female']",female,0.4,['male'],male
s4750,Movie,Coco y Raulito: Carrusel de ternura,"Raúl Campos, Jan Suter","Coco Celis, Raúl Meneses",Mexico,"July 27, 2018",7,2018,2018,TV-MA,57,Stand-Up Comedy,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",tt7607498,6.6,41.0,"['male', 'male']",equal,0.0,"['male', 'male']",male
s4752,Movie,Extinction,Ben Young,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell",United States,"July 27, 2018",7,2018,2018,TV-MA,95,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",tt0572207,6.0,1408.0,"['male', 'female', 'male', 'male', 'female', 'male', 'female', 'female']",equal,0.5,['male'],male
s4754,Movie,The Bleeding Edge,Kirby Dick,,"Australia, United States","July 27, 2018",7,2018,2018,TV-14,101,Documentaries,This eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.,tt12363004,6.2,9.0,,none,0.0,['unknown'],none
s4756,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,"John Abraham, Boman Irani, Diana Penty, Anuja Sathe, Yogendra Tikku, Aditya Hitkari, Vikas Kumar, Ajay Shankar, Darshan Pandya, Mark Benington",India,"July 25, 2018",7,2018,2018,TV-PG,124,"Dramas, International Movies","A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist.",tt6826438,7.6,24011.0,"['male', 'male', 'female', 'female', 'male', 'male', 'male', 'male', 'male', 'male']",male,0.2,['unknown'],none
s4757,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,"July 24, 2018",7,2018,2018,TV-MA,72,Stand-Up Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",tt8697266,7.2,4094.0,['female'],equal,1.0,['male'],male
s4758,Movie,The Warning,Daniel Calparsoro,"Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Sergio Mur",Spain,"July 24, 2018",7,2018,2018,TV-MA,93,"International Movies, Thrillers","After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",,,,"['male', 'female', 'male', 'female', 'male', 'male', 'male']",male,0.2857142857142857,['male'],male
s4761,Movie,Duck Duck Goose,Chris Jenkins,"Jim Gaffigan, Zendaya, Lance Lim, Greg Proops, Reggie Watts, Carl Reiner, Jennifer Grey, Stephen Fry, Diedrich Bader, Natasha Leggero, Craig Ferguson, Rick Overton","China, United States, United Kingdom","July 20, 2018",7,2018,2018,PG,92,"Children & Family Movies, Comedies","As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing.",,,,"['male', 'female', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'female', 'male', 'male']",male,0.25,['unknown'],none
s4762,Movie,Father of the Year,,"David Spade, Nat Faxon, Joey Bragg, Matt Shively, Bridgit Mendler, Jackie Sandler, Mary Gillis",United States,"July 20, 2018",7,2018,2018,TV-MA,95,Comedies,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.,tt0531089,7.8,210.0,"['male', 'male', 'male', 'male', 'female', 'unknown', 'female']",male,0.2857142857142857,,none
s4766,Movie,Nothing to Lose,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, André Gonçalves, Marcello Airoldi",Brazil,"July 20, 2018",7,2018,2018,PG,133,"Dramas, Faith & Spirituality, International Movies",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,tt0045239,6.5,286.0,"['male', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.2857142857142857,['male'],male
s4767,Movie,El club de los buenos infieles,,"Raúl Fernández, Fele Martínez, Juanma Cifuentes, Hovik Keuchkerian, Albert Ribalta, Jordi Vilches, Adrián Lastra, Raquel Salvador, Marta Brucart, Betsy Turnez",Spain,"July 19, 2018",7,2018,2018,TV-MA,85,"Comedies, International Movies",Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.,tt3398808,5.5,668.0,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'female']",male,0.3,,none
s4769,Movie,Camarón: The Film,Alexis Morante,Juan Diego,Spain,"July 18, 2018",7,2018,2018,TV-14,105,"Documentaries, International Movies, Music & Musicals","This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",tt8067306,7.5,313.0,['male'],equal,0.0,['male'],male
s4770,Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,"July 18, 2018",7,2018,2018,TV-14,101,"Action & Adventure, Anime Features, International Movies","On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility.",tt8015080,5.8,4935.0,"['male', 'male', 'female', 'male', 'unknown', 'male', 'female', 'female', 'male', 'male', 'unknown', 'male', 'male']",male,0.23076923076923078,"['unknown', 'male']",equal
s4771,Movie,Going for Gold,Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",Australia,"July 15, 2018",7,2018,2018,TV-G,88,"Children & Family Movies, Dramas, International Movies","After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition.",tt0264250,6.9,67.0,"['female', 'female', 'unknown', 'female', 'unknown', 'female', 'female', 'female', 'male', 'female']",female,0.7,['male'],male
s4774,Movie,How It Ends,David M. Rosenthal,"Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove",United States,"July 13, 2018",7,2018,2018,TV-MA,113,"Action & Adventure, Sci-Fi & Fantasy","When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.",tt13648228,5.1,2559.0,"['male', 'male', 'female', 'female', 'male', 'female']",equal,0.5,['male'],male
s4775,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,"July 13, 2018",7,2018,2018,TV-MA,71,Stand-Up Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",tt8617844,7.3,4063.0,['male'],equal,0.0,['male'],male
s4776,Movie,Romina,Diego Cohen,"Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete",Mexico,"July 13, 2018",7,2018,2018,TV-MA,75,"Horror Movies, Independent Movies, International Movies",A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,,,,"['female', 'male', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.375,['male'],male
s4782,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,"July 6, 2018",7,2018,2018,TV-14,66,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,tt7607400,7.5,1518.0,['male'],equal,0.0,"['male', 'male']",male
s4783,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",United States,"July 6, 2018",7,2018,2018,TV-14,83,"Action & Adventure, Comedies, Dramas",A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,tt4762824,5.5,3928.0,"['male', 'male', 'male', 'male', 'female']",male,0.2,['unknown'],none
s4784,Movie,The Skin of the Wolf,Samu Fuentes,"Mario Casas, Irene Escolar, Ruth Díaz",Spain,"July 6, 2018",7,2018,2018,TV-MA,110,"Dramas, Independent Movies, International Movies",An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.,tt6347150,5.8,3123.0,"['male', 'female', 'female']",female,0.6666666666666666,['male'],male
s4785,Movie,White Fang,Alexandre Espigares,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","France, Luxembourg, United States","July 6, 2018",7,2018,2018,TV-PG,88,"Children & Family Movies, Dramas",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,tt0016524,6.0,41.0,"['male', 'female', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,0.16666666666666666,['male'],male
s4786,Movie,Sommore: Chandelier Status,Kevin Layne,Sommore,United States,"July 4, 2018",7,2018,2013,TV-MA,77,Stand-Up Comedy,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more.",tt3012832,6.7,98.0,['female'],equal,1.0,['male'],male
s4787,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,Felipe Esparza,United States,"July 3, 2018",7,2018,2012,TV-MA,58,Stand-Up Comedy,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles.",,,,['male'],equal,0.0,['male'],male
s4788,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,Joan Rivers,United States,"July 3, 2018",7,2018,2012,TV-MA,69,Stand-Up Comedy,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special.",tt2519318,6.6,423.0,['female'],equal,1.0,['male'],male
s4789,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,Katt Williams,United States,"July 3, 2018",7,2018,2012,TV-MA,61,Stand-Up Comedy,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.",tt2370686,5.5,657.0,['male'],equal,0.0,['male'],male
s4790,Movie,King of Peking,Sam Voutas,"Zhao Jun, Wang Naixun, Han Qing, Si Chao, Geng Bowen, Yi Long","China, United States, Australia","July 2, 2018",7,2018,2018,TV-14,88,"Comedies, Dramas, International Movies","Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son.",tt6148782,6.5,370.0,"['unknown', 'male', 'male', 'male', 'unknown', 'male']",male,0.0,['unknown'],none
s4791,Movie,Anthony Kaun Hai?,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",India,"July 1, 2018",7,2018,2006,TV-14,122,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",tt0800981,5.2,668.0,"['male', 'male', 'female', 'unknown', 'female', 'male', 'male']",male,0.2857142857142857,['unknown'],none
s4792,Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",Bo Burnham,United States,"July 1, 2018",7,2018,2013,TV-MA,60,Stand-Up Comedy,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.,tt3210258,8.3,11922.0,['male'],equal,0.0,"['male', 'male']",male
